title;corresponding_author;author_2;author_3;country_corresponding_author;country_author2;country_author3;language;year_of_publication;family_studied;marine_realm;environment;ecological_community;minimum_depth;maximum_depth;province;approach;cryptic_or_cosmopolitan_species;molecular_data;molecular_marker;human_impact
Patterns of distribution of annelids: Taxonomic and spatial inconsistencies between two biogeographic provinces and across multiple spatial scales;v. j. cole;m. g. chapman;NA;Australia;Australia;;english;2007;syllidae,nereididae,phyllodocidae;3,18;marine;benthos;0;0;littoral;ecological statistical analysis;yes;no;;no
Hitch-hiking on floating marine debris: Macrobenthic species in the Western Mediterranean Sea;a. molcard;s. aliani;NA;Italy;United States of America;;english;2003;serpulidae,nereididae;5;marine;benthos;NA;NA;NA;faunal similarity (cluster analysis),ecological statistical analysis;no;no;;yes
Phylogenetic and geographic variation of northern Australian sympatric lineages of Treptopale homalos and T. paromolos (Annelida: Phyllodocida: Chrysopetalidae) using mitochondrial and nuclear sequences;n. w. v. wei;c. watson;k. s. gibb;Australia;Australia;Australia;english;2013;chrysopetalidae;16;marine;benthos;NA;NA;sublittoral;phylogeography;yes;yes ; COI, h3;no
Distinct patterns of genetic differentiation among annelids of eastern Pacific hydrothermal vents;l. a. hurtado;r. a. lutz;r. c. vrijenhoek;United States of America;United States of America;United States of America;english;2004;siboglinidae,alvinellidae,polynoidae;12,22,10;marine;benthos;2008;2834;abyssal;phylogeography;no;yes ; COI;no
A chemosynthetic weed: the tubeworm Sclerolinum contortum is a bipolar, cosmopolitan species;m. n. georgieva;h. wiklund;j. b. bell;United Kingdom;United Kingdom;United Kingdom;english;2015;siboglinidae;11,30,4;marine;benthos;1054;2357;bathyal,abyssal;phylogeography;yes;yes ; COI, 16s, 18s;no
Indo-Pacific Syllidae (Annelida, Phyllodocida) share an evolutionary history;m. t. aguado;c. j. glasby;NA;Spain;Australia;;english;2015;syllidae;13,20,16,26,22,28;marine;benthos;1;15;sublittoral;molecular biogeography;no;yes ; COI, 16s, 18s;no
Arctic and scandinavian oweniidae (Polychaeta) with a description of myriochele fragilis Sp.N., and comments on the phylogeny of the family;r. nilsen;t. holthe;NA;Norway;Norway;;english;1985;oweniidae,maldanidae;3,8,4;marine;benthos;NA;NA;sublittoral,bathyal;none;no;no;;no
Unexpected relationship between dispersal strategies and speciation within the association Bathymodiolus (Bivalvia) - Branchipolynoe (Polychaeta) inferred from the rDNA neutral ITS2 marker;d. jollivet;t. comtet;p. chevaldonne;France;France;United States of America;english;1998;polynoidae;12,11;marine;benthos;NA;NA;NA;molecular biogeography;yes;yes ; ITS2;no
Phylogeny of Hesionidae (Aciculata, Annelida), with four new species from deep-sea eastern Pacific methane seeps, and resolution of the affinity of Hesiolyra;g. w. rouse;j. i. carvajal;f. pleijel;United States of America;Australia;Sweden;english;2018;hesionidae;12;marine;benthos;1000;1800;bathyal;phylogeography;no;yes ; COI, 16s, 18s, 28s;no
Cryptic species of Archinome (Annelida: Amphinomida) from vents and seeps;e. borda;g. w. rouse;j. d. kudenov;United States of America;United States of America;United States of America;english;2013;amphinomidae;21,18,15,19,12,22,10,11;marine;benthos;NA;NA;NA;phylogeography;yes;yes ; COI, 16s, 28s, ITS1;no
Phylogeny, biogeography and systematics of hydrothermal vent and methane seep Amphisamytha (Ampharetidae, Annelida), with descriptions of three new species;g. w. rouse;j. stiller;v. rousset;United States of America;United States of America;Sweden;english;2013;ampharetidae;12,7,18,10,17;marine;benthos;88;2719;sublittoral,bathyal,abyssal;molecular biogeography;yes;yes ; COI, 16s, 18s;no
A review of contemporary patterns of endemism for shallow water reef fauna in the Red Sea;j. d. dibattista;m. b. roberts;j. bouwmeester;Saudi Arabia;Saudi Arabia;Saudi Arabia;english;2016;acoetidae,acrocirridae,phyllodocidae,ampharetidae,amphinomidae,aphroditidae,arenicolidae,capitellidae,chaetopteridae,chrysopetalidae,cirratulidae,cossuridae,ctenodrilidae,dorvilleidae,eulepethidae,eunicidae,euphrosinidae,fauveliopsidae,flabelligeridae,glyceridae,goniadidae,hesionidae,laetmonectidae,longosomatidae,lopadorrhynchidae,lumbrineridae,magelonidae,maldanidae,nephtyidae,nereididae,nerillidae,oenonidae,onuphidae,opheliidae,orbiniidae,oweniidae,paralacydoniidae,paraonidae,pectinariidae,pholoidae,phyllodocidae,pilargidae,sigalionidae,poecilochaetidae,polynoidae,protodrilidae,sabellariidae,sabellidae,scalibregmatidae,serpulidae,sigalionidae,sphaerodoridae,spintheridae,spionidae,serpulidae,sternaspidae,syllidae,terebellidae,tomopteridae,trichobranchidae,trochochaetidae,typhloscolecidae;14;marine;benthos;NA;NA;sublittoral;ecological statistical analysis,faunal affinity;yes;no;;no
A global invader or a complex of regionally distributed species? Clarifying the status of an invasive calcareous tubeworm Hydroides dianthus (Verrill, 1873) (Polychaeta: Serpulidae) using DNA barcoding;y. sun;e. wong;e. keppel;Australia;Australia;United States of America;english;2017;serpulidae;20,29,5,2,11,21;marine;benthos;NA;NA;sublittoral;phylogeography;yes;yes ;COI;yes
Onuphidae of the Gulf of California and the Gulf of Tehuantepec, Mexican Pacific;l. gonzalez-ortiz;p. hernandez-alcantara;v. solis-weiss;Mexico;Mexico;Mexico;english;1997;onuphidae;12;marine;benthos;20;220;sublittoral,bathyal;faunal affinity;no;no;;no
Infaunal benthic communities from the inner shelf off southwestern Africa are characterised by generalist species;m. j. gibbons;n. steffani;s. sedick;South Africa;South Africa;South Africa;english;2015;onuphidae,glyceridae,terebellidae,oweniidae,orbiniidae,nephtydae,spionidae,pectinariidae,cossuridae,lumbrineridae,sabellidae,paraonidae;27;marine;benthos;36;139;sublittoral;ecological statistical analysis;no;no;;no
Cold seeps of the deep Gulf of Mexico: Community structure and biogeographic comparisons to Atlantic equatorial belt seep communities;e. e. cordes;s. l. carney;s. hourdez;United States of America;United States of America;France;english;2007;ampharetidae,capitellidae,chaetopteridae,cirratulidae,amphinomidae,flabelligeridae,maldanidae,nereididae,orbiniidae,siboglinidae,spionidae,phyllodocidae,sabellidae;11;marine;benthos;1893;3388;bathyal,abyssal;faunal similarity (cluster analysis);no;no;;no
A phylogenetic and biogeographic study of euniphysa (eunicidae, polychaeta);h. lu;k. fauchald;NA;United States of America;United States of America;;english;2000;eunicidae;18,5,11,29,14,13;marine;benthos;0;162;littoral,sublittoral;phylogenetic biogeography;no;no;;no
Seven new species of Paleanotus (Annelida: Chrysopetalidae) described from Lizard Island, Great Barrier Reef, and coral reefs of northern Australia and the Indo-Pacific: Two cryptic species pairs revealed between western Pacific Ocean and the eastern Indian Ocean;c. watson;NA;NA;Australia;;;english;2015;chrysopetalidae;16;marine;benthos;0;20;littoral,sublittoral;none;yes;no;;no
Dispersal at hydrothermal vents: A summary of recent progress;p. a. tyler;c. m. young;NA;United Kingdom;United States of America;;english;2003;alvinellidae,siboglinidae;7,12,22,10,13,19,18,21;marine;benthos;NA;NA;bathyal,abyssal;none;no;no;;no
Phylogeny and biogeography of deep sea vestimentiferan tubeworms and their bacterial symbionts;e. r. mcmullin;s. hourdez;s. w. schaeffer;United States of America;United States of America;United States of America;english;2003;siboglinidae;7,12,22,10,13,19,18,21,11,23,5;marine;benthos;82;3300;sublittoral,bathyal,abyssal;molecular biogeography;no;yes ; COI;no
Ocean-ridge segmentation and vent tubeworms (Vestimentifera) in the NE Pacific;e. c. southward;v. tunnicliffe;m. b. black;United Kingdom;Canada;Canada;english;1996;siboglinidae;7;marine;benthos;1814;3317;bathyal,abyssal;none;no;yes ; isoenzimas, COI;no
Does the genetic structure of Pectinaria koreni (Polychaeta: Pectinariidae) conform to a source-sink metapopulation model at the scale of the Baie de Seine?;m. t. jolly;f. viard;g. weinmayr;France;France;France;english;2003;pectinariidae;3;marine,brackish;benthos;0;0;littoral;none;no;yes ; microsatelites;no
Population subdivision of hydrothermal vent polychaete Alvinella pompejana across equatorial and Easter Microplate boundaries;y. j. won;s. j. jang;e. park;South Korea;South Korea;South Korea;english;2016;alvinellidae;12,10,22;marine;benthos;2222;2791;abyssal;phylogeography;no;yes ; COI, SAHH, GlobX, PGM;no
Genetic diversity and demographic instability in Riftia pachyptilatubeworms from eastern Pacific hydrothermal vents;r. c. vrijenhoek;d. k. coykendall;s. b. johnson;United States of America;United States of America;United States of America;english;2011;siboglinidae;12,10,22;marine;benthos;1993;2791;bathyal,abyssal;phylogeography;no;yes ; cytB, ATPS?, sncDNA;no
THE MACROBENTHIC ECOLOGY OF THE STRAITS OF MAGELLAN AND THE BEAGLE CHANNEL;s. thatje;a. brown;NA;United Kingdom;United Kingdom;;english;2009;magelonidae,phyllodocidae,polynoidae,pholoidae,amphinomidae,sigalionidae,hesionidae,syllidae,nereididae,glyceridae,goniadidae,nephtyidae,onuphidae,lumbrineridae,dorvilleidae,oenonidae,sabellariidae,flabelligeridae,pectinariidae,ampharetidae,terebellidae,trichobranchidae,sabellidae,serpulidae,paraonidae,cossuridae,spionidae,chaetopteridae,scalibregmatidae,opheliidae,orbiniidae,cirratulidae,capitellidae;24;marine;benthos;35;571;sublittoral,bathyal;ecological statistical analysis;no;no;;no
Zoogeografia de macroinvertebrados bentonicos de la costa de Chile: contribucion para la conservacion marina;d. a. lancellotti;j. a. vasquez;NA;Chile;Chile;;spanish;2000;onuphidae,flabelligeridae,scalibregmatidae,magelonidae,opheliidae,orbiniidae,paraonidae,oweniidae,aphroditidae,chrysopetalidae,polynoidae,phyllodocidae,syllidae,sigalionidae,sabellidae,amphinomidae,euphrosinidae,capitellidae,arenicolidae,chaetopteridae,maldanidae,cirratulidae,cossuridae,eunicidae,dorvilleidae,oenonidae,lumbrineridae,glyceridae,goniadidae,sphaerodoridae,nephtydae,hesionidae,nereididae,pilargidae,serpulidae,spionidae,ampharetidae,pectinariidae,trichobranchidae,terebellidae;24,25,10;marine;benthos;0;100;littoral,sublittoral;faunal similarity (cluster analysis);no;no;;no
The eunicemorph polychaete annelids from Antarctic and Subantarctic Seas: with addenda to the Eunicemorpha of Argentina, Chile, New Zealand, Australia, and the southern Indian Ocean;j. m. orensanz;NA;NA;United States of America;;;english;1990;onuphidae,eunicidae,lumbrineridae,oenonidae,dorvilleidae;30;marine;benthos;NA;NA;littoral,sublittoral,bathyal,abyssal;faunal affinity,ecological statistical analysis;no;no;;no
New records of two species of Sabellaria (Polychaeta: Sabellariidae) from the Argentinean Biogeographic Province;c. s. bremec;d. a. giberto;NA;Argentina;Argentina;;english;2004;sabellariidae;24;marine;benthos;1;12;sublittoral;none;no;no;;no
Errant polychaete annelids from North Carolina;s. l. gardiner;NA;NA;United States of America;;;english;1975;sigalionidae,aphroditidae,acoetidae,polynoidae,chrysopetalidae,amphinomidae,sphaerodoridae,phyllodocidae,glyceridae,nephtyidae,oenonidae,dorvilleidae,lumbrineridae,onuphidae,eunicidae,pilargidae,syllidae,nereididae,hesionidae;11;marine;benthos;0;50;littoral,sublittoral;faunal affinity;no;no;;no
Polychaete assemblages of a sub-arctic Newfoundland fjord: habitat, distribution, and identification;p. a. quijon;p. v. r. snelgrove;NA;Canada;United States of America;;english;2005;opheliidae,maldanidae,orbiniidae,lumbrineridae,nereididae,glyceridae,goniadidae,spionidae,pholoidae,trochochaetidae,sabellidae,pectinariidae,nephtydae,phyllodocidae,polynoidae,ampharetidae,trichobranchidae;18;marine;benthos;15;30;sublittoral;ecological statistical analysis,faunal similarity (cluster analysis);no;no;;no
Polychaete assemblages in the Argentinean Biogeographical Province, between 34 and 38 S;c. s. bremec;d. a. giberto;NA;Argentina;Argentina;;english;2006;orbiniidae,spionidae,magelonidae,chaetopteridae,cirratulidae,capitellidae,maldanidae,opheliidae,phyllodocidae,aphroditidae,polynoidae,sigalionidae,syllidae,nereididae,glyceridae,goniadidae,nephtyidae,onuphidae,eunicidae,lumbrineridae,oenonidae,oweniidae,sabellariidae,pectinariidae,ampharetidae,terebellidae,trichobranchidae,sabellidae,serpulidae;24;marine;benthos;8;270;sublittoral,bathyal;faunal similarity (cluster analysis),ecological statistical analysis;no;no;;no
Polychaete assemblages on the Magellan and Weddell Sea shelves: comparative ecological evaluation;a. montiel;d. gerdes;b. hilbig;Germany;Germany;Germany;english;2005;syllidae,maldanidae,paraonidae,terebellidae,spionidae,ampharetidae,orbiniidae,cirratulidae,polynoidae,lumbrineridae,capitellidae,nephtyidae,phyllodocidae,opheliidae,scalibregmatidae,pilargidae,nereididae,onuphidae,sabellidae,sphaerodoridae,trichobranchidae,dorvilleidae,serpulidae,cossuridae,oenonidae,amphinomidae,hesionidae,chaetopteridae,glyceridae,eunicidae,goniadidae,sigalionidae,acrocirridae,apistobranchidae,sabellariidae,magelonidae,sternaspidae,oweniidae,lacydoniidae,chrysopetalidae,pholoidae,sigalionidae,polygordiidae,spintheridae;24,30;marine;benthos;8;1162;sublittoral,bathyal;faunal similarity (cluster analysis),ecological statistical analysis;no;no;;no
Benthic polychaetes off Terra Nova Bay and Ross Sea: Biogeography, structural aspects and ecological role;g. cantone;a. castelli;m. c. gambi;Italy;Italy;Italy;english;2000;orbiniidae,spionidae,chaetopteridae,paraonidae,cossuridae,cirratulidae,capitellidae,opheliidae,maldanidae,scalibregmatidae,phyllodocidae,glyceridae,sphaerodoridae,hesionidae,syllidae,nephtyidae,amphinomidae,polynoidae,dorvilleidae,lumbrineridae,oweniidae,fauveliopsidae,flabelligeridae,ampharetidae,terebellidae,trichobranchidae,sabellidae,serpulidae,apistobranchidae,nereididae,eunicidae,euphrosinidae,onuphidae;30;marine;benthos;23;274;sublittoral,bathyal;faunal affinity;no;no;;no
Marine Polychaete Annelids of Easter Island;a. j. kohn;m. c. lloyd;NA;United States of America;United States of America;;english;1973;polynoidae,phyllodocidae,amphinomidae,syllidae,nereididae,glyceridae,eunicidae,spionidae,lumbrineridae,onuphidae,dorvilleidae,cirratulidae,acrocirridae,chaetopteridae,orbiniidae,opheliidae,scalibregmatidae,capitellidae,arenicolidae,terebellidae,ampharetidae,sabellidae,serpulidae;10;marine;benthos;0;0;littoral;ecological statistical analysis;no;no;;no
Spirorbinae (Polychaeta) from the West Indies;j. h. bailey;NA;NA;United Kingdom;;;english;1970;serpulidae;11;marine,brackish;benthos;0;90;littoral,sublittoral;none;no;no;;yes
Do Rapoports rule, the mid-domain effect or the source-sink hypotheses predict bathymetric patterns of polychaete richness on the Pacific coast of South America?;r. a. moreno;m. m. rivadeneira;c. e. hernandez;Chile;Chile;Chile;english;2008;NA;10,25,24;marine;benthos;0;4700;littoral,sublittoral,bathyal,abyssal;ecological statistical analysis;no;no;;yes
Exogoninae (Polychaeta: Syllidae) from the Canary Islands;m. c. brito;j. nunez;g. san martin;Spain;Spain;Spain;english;1992;syllidae;21;marine;benthos;0;125;littoral,sublittoral;faunal affinity;no;no;;no
Polychaete fauna of the Northern part of the Suez Canal (Port-Said-Toussoum);s. a. selim;NA;NA;Egypt;;;english;2009;capitellidae,opheliidae,orbiniidae,paraonidae,dorvilleidae,eunicidae,eunicidae,lumbrineridae,goniadidae,hesionidae,nephtyidae,nereididae,pholoidae,phyllodocidae,polynoidae,syllidae,serpulidae,sabellidae,spionidae,cirratulidae,ctenodrilidae,terebellidae,protodrilidae;5,14;marine;benthos;NA;NA;sublittoral;faunal affinity;yes;no;;yes
Comparison of the polychaete fauna composition from the Patagonian Shelf and the Strait of Magellan. Preliminary results from cruises Shinkai Maru IV, V, X, and XI (1978-1979) and second Italian oceanographic cruise (1991);c. bremec;r. elias;m. c. gambi;Argentina;Argentina;Italy;english;2000;orbiniidae,cossuridae,paraonidae,spionidae,cirratulidae,capitellidae,maldanidae,opheliidae,scalibregmatidae,phyllodocidae,polynoidae,sigalionidae,hesionidae,pilargidae,syllidae,nereididae,glyceridae,goniadidae,nephtydae,sphaerodoridae,amphinomidae,euphrosinidae,onuphidae,lumbrineridae,oenonidae,dorvilleidae,sternaspidae,pectinariidae,sabellariidae,ampharetidae,terebellidae,trichobranchidae,sabellidae,serpulidae;24;marine;benthos;92;192;sublittoral;faunal similarity (cluster analysis);no;no;;no
Distribution of benthic polychaetous annelids in the Adriatic Sea with zoogeographic consideration;g. cantone;NA;NA;Italy;;;english;2003;syllidae,maldanidae,paraonidae,terebellidae,spionidae,ampharetidae,orbiniidae,cirratulidae,polynoidae,lumbrineridae,capitellidae,nephtyidae,phyllodocidae,opheliidae,scalibregmatidae,pilargidae,nereididae,onuphidae,sabellidae,sphaerodoridae,trichobranchidae,dorvilleidae,serpulidae,cossuridae,oenonidae,amphinomidae,hesionidae,chaetopteridae,glyceridae,eunicidae,goniadidae,sigalionidae,acrocirridae,sabellariidae,magelonidae,sternaspidae,oweniidae,chrysopetalidae,pholoidae,polygordiidae,spintheridae,acoetidae,sigalionidae;5;marine;benthos;NA;NA;littoral,sublittoral;faunal affinity;no;no;;no
The spreading potential of polychaete larvae does not predict adult distributions;m. bhaud;NA;NA;France;;;english;1998;chaetopteridae;18,3;marine;benthos,meroplankton;NA;NA;NA;none;no;no;;no
Polychaete species diversity in the central Pacific abyss: local and regional patterns, and relationships with productivity;a. g. glover;c. r. smith;g. l. j. paterson;United States of America;United States of America;United Kingdom;english;2002;cirratulidae,spionidae,sabellidae,syllidae,paraonidae;9;marine;benthos;4300;5100;abyssal;ecological statistical analysis;no;no;;no
Janua (Dexiospira) Brazilliensis (Grube)(Polychaeta: Spirorbidae): a new record from the south-west Netherlands;a. t. critchley;c. h. thorp;NA;South Africa;United Kingdom;;english;1985;serpulidae;3;marine;benthos;NA;NA;sublittoral;none;no;no;;yes
Spirorbinae (Polychaeta: Serpulidae) from Chios (Aegean Sea);j. h. bailey;NA;NA;United Kingdom;;;english;1969;serpulidae;5;marine;benthos;0;60;littoral,sublittoral;none;no;no;;no
On the macro-invertebrate sublittoral bottom fauna in the White Sea with comments on its zoogeography;h. deubel;NA;NA;Germany;;;english;2000;NA;6;marine;benthos;10;325;sublittoral,bathyal;faunal similarity (cluster analysis),faunal affinity;no;no;;no
Polychaetes of the deep Weddell and Scotia Seas-composition and zoogeographical links;b. hilbig;NA;NA;Germany;;;english;2004;acrocirridae,ampharetidae,apistobranchidae,amphinomidae,capitellidae,chaetopteridae,chrysopetalidae,cossuridae,dorvilleidae,fauveliopsidae,flabelligeridae,glyceridae,goniadidae,hesionidae,lacydoniidae,lumbrineridae,maldanidae,nephtyidae,nereididae,onuphidae,pholoidae,phyllodocidae,polygordiidae,polynoidae,sabellidae,sigalionidae,sphaerodoridae,syllidae,terebellidae,trichobranchidae;30;marine;benthos;1138;5194;bathyal,abyssal;faunal affinity,ecological statistical analysis;no;no;;no
Estuarine-scale genetic variation in the polychaete Hobsonia florida (Ampharetidae Annelida) in Long Island Sound and relationships to Pleistocene glaciations;m. a. olson;r. n. zajac;m. a. russello;Canada;United States of America;United States of America;english;2009;ampharetidae;11;brackish;benthos;0;0;littoral;phylogeography;no;yes ; COI;no
Spirorbinae (Polychaeta: Serpulidae) of the Galapagos Islands;j. h. bailey;m. p. harris;NA;United Kingdom;Ecuador;;english;1968;serpulidae;12;marine;benthos;0;4;littoral,sublittoral;none;no;no;;no
Morphological and molecular data suggest a cosmopolitan distribution of the polychaete Proscoloplos cygnochaetus Day, 1954 (Annelida, Orbiniidae);c. bleidorn;a. meyer;g. w. rouse;Germany;Germany;United States of America;english;2008;orbiniidae;18,26,11,27;marine;benthos;0;0;littoral;molecular biogeography;yes;yes ; ITS1, ITS2;no
Alien polychaete species worldwide: current status and their impacts;m. e. cinar;NA;NA;Turkey;;;english;2013;polynoidae,acoetidae,amphinomidae,paralacydoniidae,phyllodocidae,spintheridae,sigalionidae,hesionidae,pilargidae,nereididae,syllidae,nephtydae,glyceridae,goniadidae,eunicidae,dorvilleidae,lumbrineridae,onuphidae,oenonidae,spionidae,orbiniidae,longosomatidae,scalibregmatidae,flabelligeridae,chaetopteridae,poecilochaetidae,capitellidae,opheliidae,cirratulidae,ctenodrilidae,maldanidae,cossuridae,sabellariidae,sternaspidae,ampharetidae,terebellidae,sabellidae,serpulidae,nerillidae;21,11,27,5,3,28,26,13,2,4,7,12,24,9;marine,brackish;benthos;NA;NA;NA;faunal affinity;yes;no;;yes
Generic revision and relationships of the family Onuphidae (Annelida: Polychaeta);h. paxton;NA;NA;Australia;;;english;1986;onuphidae;NA;marine;benthos;NA;NA;NA;none;no;no;;no
Bathymetric distribution patterns of Southern Ocean macrofaunal taxa: Bivalvia, Gastropoda, Isopoda and Polychaeta;a. brandt;k. linse;m. schuller;Germany;United Kingdom;Germany;english;2009;trichobranchidae,terebellidae,syllidae,sternaspidae,spionidae,spintheridae,sphaerodoridae,sigalionidae,serpulidae,scalibregmatidae,sabellariidae,sabellidae,polynoidae,pilargidae,phyllodocidae,pholoidae,pectinariidae,paraonidae,oweniidae,orbiniidae,opheliidae,onuphidae,nereididae,nephtydae,maldanidae,lumbrineridae,lacydoniidae,hesionidae,goniadidae,glyceridae,flabelligeridae,fauveliopsidae,euphrosinidae,eunicidae,dorvilleidae,cossuridae,cirratulidae,chaetopteridae,capitellidae,arenicolidae,oenonidae,aphroditidae,apistobranchidae,amphinomidae,ampharetidae,acrocirridae;30;marine;benthos;0;5000;littoral,sublittoral,bathyal,abyssal;ecological statistical analysis;no;no;;no
Biology and Zoogeography of the Vema Seamount: A Report on the First Biological Collection Made on the Summit;c. d. berrisford;NA;NA;South Africa;;;english;1969;euphrosinidae,eunicidae,lumbrineridae,syllidae,nereididae,serpulidae,sipuncula;21;marine;benthos;30;250;sublittoral,bathyal;faunal affinity;no;no;;no
Inventory and the biogeographical affinities of Annelida Polychaeta in theAlgerian coastline (Western Mediterranean);j. c. dauvin;a. bakalem;p. gillet;France;Algeria;France;english;2020;syllidae,spionidae,terebellidae,serpulidae,polynoidae,sabellidae,phyllodocidae,paraonidae,maldanidae,cirratulidae,nereididae,eunicidae,capitellidae,lumbrineridae,sigalionidae,opheliidae,orbiniidae,nephtyidae,hesionidae,onuphidae,dorvilleidae,ampharetidae,glyceridae,flabelligeridae,chaetopteridae,oenonidae,magelonidae,amphinomidae,phyllodocidae,sphaerodoridae,pilargidae,sabellariidae,pectinariidae,lopadorrhynchidae,goniadidae,trichobranchidae,scalibregmatidae,oweniidae,iospilidae,fabriciidae,euphrosinidae,aphroditidae,arenicolidae,tomopteridae,acoetidae,polygordiidae,acrocirridae,poecilochaetidae,travisiidae,sternaspidae,spintheridae,pholoidae,protodrilidae,chrysopetalidae,echiura,pontodoridae,lacydoniidae,paralacydoniidae;5;marine;benthos,holoplankton;NA;NA;sublittoral,littoral;faunal affinity,faunal similarity (cluster analysis);yes;no;;no
Comparative phylogeography of two coastal species of Perinereis Kinberg, 1865 (Annelida, Polychaeta) in the South Atlantic;p. c. paiva;b. f. mutaquilha;m. c. l. coutinho;Brazil;Brazil;Brazil;english;2019;nereididae;21;marine;benthos;0;0;littoral;phylogeography;yes;yes ; COI, 16s;no
LIZARDIA CAPRICORNIA NEW STATUS (POLYCHAETA, HESIONIDAE), INCLUDING MORPHOLOGICAL DATA AND BIOGEOGRAPHIC NOTES;d. a. costa;f. a. silva;m. l. christoffersen;Brazil;Brazil;Brazil;english;2017;hesionidae;16;marine;benthos;NA;NA;sublittoral;none;no;no;;no
Polychaetes of the family Spionidae from South America, Antarctica, and adjacent seas and islands;j. a. blake;NA;NA;United States of America;;;english;1983;spionidae;10,30,25,24;marine,brackish;benthos;0;3784;littoral,sublittoral,bathyal,abyssal;faunal affinity;no;no;;no
Where did Marenzelleria spp.(Polychaeta: Spionidae) in Europe come from?;r. bastrop;m. rohner;c. sturmbauer;Germany;Germany;Austria;english;1997;spionidae;3,1,11;brackish,marine;benthos;0;0;littoral;molecular biogeography;yes;no;;yes
A summer benthic survey in Conception Bay, Newfoundland, emphasizing zoogeography of annelids and amphipods;v. s. kennedy;NA;NA;United States of America;;;english;1985;ampharetidae,pectinariidae,capitellidae,cirratulidae,flabelligeridae,goniadidae,hesionidae,lumbrineridae,maldanidae,nephtyidae,opheliidae,orbiniidae,paraonidae,phyllodocidae,polynoidae,sigalionidae,sabellidae,terebellidae,trichobranchidae;18;marine;benthos;62;79;sublittoral;faunal affinity;no;no;;no
Polychaetes (Annelida: Polychaeta) of Cocos Island National Park, Pacific Costa Rica ;h. k. dean;j. a. sibaja-cordero;j. cortes;United States of America;Costa Rica;Costa Rica;english;2012;acoetidae,acrocirridae,ampharetidae,capitellidae,cirratulidae,chrysopetalidae,dorvilleidae,eunicidae,flabelligeridae,glyceridae,hesionidae,lumbrineridae,magelonidae,nereididae,oenonidae,onuphidae,orbiniidae,opheliidae,paraonidae,phyllodocidae,sigalionidae,protodrilidae,polynoidae,sabellariidae,sabellidae,serpulidae,sigalionidae,spionidae,syllidae,trichobranchidae,terebellidae;12;marine;benthos;0;76;littoral,sublittoral;faunal affinity;no;no;;yes
Two cryptic species of the Hediste diversicolor group (Polychaeta, Nereididae) in the Baltic Sea, with mitochondrial signatures of different population histories;a. audizijonyte;i. ovcarenko;r. bastrop;Finland;Lithuania;Germany;english;2008;nereididae;1;marine;benthos;0.5;8;littoral,sublittoral;phylogeography;yes;yes ; COI, cytB, aloenzimas;yes
Comparative marine biodiversity and depth zonation in the Southern Ocean: evidence from a new large polychaete dataset from Scotia and Amundsen seas;l. neal;k. linse;m. j. brasier;United Kingdom;United Kingdom;United Kingdom;english;2018;glyceridae,polynoidae,hesionidae,fauveliopsidae,syllidae,spionidae,sphaerodoridae,cirratulidae;30;marine;benthos;191;1569;sublittoral,bathyal;ecological statistical analysis,faunal similarity (cluster analysis);yes;no;;no
Hessler and Jumars (1974) revisited: abyssal polychaete assemblages from the Atlantic and Pacific;g. l. j. paterson;g. d. f. wilson;n. cosson;United Kingdom;Australia;France;english;1998;NA;9,22;marine;benthos;4500;5035;abyssal;ecological statistical analysis,faunal similarity (cluster analysis);no;no;;no
Distribution and diversity of the Opheliidae (Annelida, Polychaeta) on the continental shelf and slope of Iceland, with a review of the genus Ophelina in northeast Atlantic waters and description of two new species;j. parapar;j. moreira;g. v. helgason;Spain;Spain;Iceland;english;2011;opheliidae;8,18;marine;benthos;20;3003;sublittoral,bathyal,abyssal;none;no;no;;no
Slope-shelf faunal link and unreported diversity off Nova Scotia: Evidence from polychaete data;l. neal;s. taboada;l. c. woodall;United Kingdom;United Kingdom;United Kingdom;english;2018;lumbrineridae,capitellidae,nereididae,spionidae,opheliidae;18,3;marine;benthos;0;1600;littoral,sublittoral,bathyal;faunal similarity (cluster analysis),molecular biogeography;yes;yes ; COI, 16s;no
Spirorbinae (Polychaeta: Serpulidae) from the Red Sea, including descriptions of a new genus and four new species;p. j. vine;NA;NA;United Kingdom;;;english;1972;serpulidae;14;marine,brackish;benthos;0;40;littoral,sublittoral;none;no;no;;no
New species and new records of the Perinereis nuntia species group (Nereididae: Polychaeta) from Taiwan and other Indo-West Pacific shores;c. j. glasby;h. l. hsieh;NA;Australia;Taiwan;;english;2006;nereididae;13,29;brackish,marine;benthos;0;0;littoral;none;no;no;;no
The curious case of Hermodice carunculata: an amphinomid polychaete exhibiting high population connectivity throughout the Atlantic Ocean;j. b. ahrens;e. borda;r. barroso;United States of America;United States of America;Brazil;english;2012;amphinomidae;11,21,5,23;marine;benthos;NA;NA;sublittoral;molecular biogeography;yes;yes ; COI, 16s, ITS;no
Polychaete distribution on the Chatham Rise, southwest Pacific;p. k. probert;s. l. grove;d. g. mcknight;New Zealand;New Zealand;New Zealand;english;1996;spionidae,nephtyidae,capitellidae,paraonidae,onuphidae,lumbrineridae,trichobranchidae,amphinomidae,ampharetidae,syllidae,sigalionidae,eunicidae,orbiniidae,maldanidae,sabellidae,syllidae,poecilochaetidae,flabelligeridae,phyllodocidae,glyceridae,melinnidae,oweniidae,sternaspidae,scalibregmatidae;28;marine;benthos;244;1394;bathyal;faunal similarity (cluster analysis);no;no;;no
